customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,no_partners_no_dependents,no_dependents_yes_partners,dependents_no_partners,yes_dependents_and_partners,,start_date,average_monthly_charges,validate_monthly_charges,contract_type_desc,phone_type_desc,internet_type_desc
8100-HZZLJ,Female,0,No,Yes,1,1,0,Electronic check,63.95,2737.05,No,42.79984363,TRUE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,2,43194.17142,63.95,TRUE,Month-to-Month,One Line,DSL
8098-LLAZX,Female,1,No,No,2,2,0,Electronic check,95.45,396.1,Yes,4.149816658,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44369.77641,95.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8097-VBQTZ,Male,0,No,No,1,1,0,Mailed check,69.9,3883.3,No,55.55507868,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,42806.19969,69.9,TRUE,Month-to-Month,One Line,DSL
8096-LOIST,Female,0,No,No,1,1,0,Electronic check,56.2,1093.4,No,19.45551601,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43904.22805,56.2,TRUE,Month-to-Month,One Line,DSL
8095-WANWK,Female,0,No,No,1,1,0,Mailed check,45.25,428.7,No,9.474033149,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44207.83149,45.25,TRUE,Month-to-Month,One Line,DSL
8087-LGYHQ,Male,0,No,No,1,2,0,Electronic check,94.05,811.65,No,8.629984051,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44233.50465,94.05,TRUE,Month-to-Month,One Line,Fiber Optic
8086-OVPWV,Male,0,No,No,1,2,0,Electronic check,80.2,181.1,Yes,2.258104738,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44427.31598,80.2,TRUE,Month-to-Month,One Line,Fiber Optic
8083-YTZES,Male,0,No,No,2,2,0,Electronic check,74.35,265.35,Yes,3.568930733,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44387.44502,74.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8082-GHXOP,Male,0,No,Yes,1,1,0,Mailed check,44,659.35,No,14.98522727,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,2,44040.19934,44,TRUE,Month-to-Month,One Line,DSL
8080-DDEMJ,Male,1,No,No,1,1,0,Electronic check,45.1,45.1,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,45.1,TRUE,Month-to-Month,One Line,DSL
8073-IJDCM,Female,0,No,No,1,0,0,Mailed check,20.3,20.3,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,20.3,TRUE,Month-to-Month,One Line,No Internet Service
8070-AAWZP,Male,1,Yes,No,0,1,0,Mailed check,34.25,828.2,No,24.1810219,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,1,43760.49392,34.25,TRUE,Month-to-Month,No Phone Service,DSL
8069-YQQAJ,Male,0,No,No,0,1,0,Mailed check,31.1,419.7,No,13.49517685,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44085.5217,31.1,TRUE,Month-to-Month,No Phone Service,DSL
8066-POXGX,Female,0,No,No,0,1,0,Electronic check,35.1,446.1,Yes,12.70940171,TRUE,TRUE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44109.42236,35.1,TRUE,Month-to-Month,No Phone Service,DSL
8065-YKXKD,Female,0,No,No,2,2,0,Electronic check,74.75,799.65,Yes,10.69765886,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44170.61288,74.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8065-BVEPF,Male,1,No,No,1,2,0,Bank transfer (automatic),99.1,6496.15,No,65.55146317,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,42502.143,99.1,TRUE,Month-to-Month,One Line,Fiber Optic
8064-RAVOH,Male,0,No,Yes,1,1,0,Electronic check,49.85,49.85,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,2,44465.58333,49.85,TRUE,Month-to-Month,One Line,DSL
8063-RJYNF,Male,0,No,No,1,2,0,Electronic check,94.25,1483.25,Yes,15.73740053,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44017.32073,94.25,TRUE,Month-to-Month,One Line,Fiber Optic
8063-GBATB,Female,1,No,No,2,2,0,Electronic check,85.25,2287.25,Yes,26.82991202,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43679.92351,85.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8062-YBDOE,Male,1,No,No,1,2,0,Electronic check,69.65,69.65,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,69.65,TRUE,Month-to-Month,One Line,Fiber Optic
8059-UDZFY,Female,1,No,Yes,2,2,0,Bank transfer (automatic),105.35,3465.05,No,32.89084006,TRUE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,2,43495.57028,105.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8058-JMEQO,Female,1,No,No,2,2,0,Electronic check,84.45,762.5,Yes,9.029011249,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44221.36757,84.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8058-INTPH,Female,0,No,No,1,2,0,Electronic check,79.65,79.65,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,79.65,TRUE,Month-to-Month,One Line,Fiber Optic
8058-DMYRU,Male,1,No,No,2,2,0,Electronic check,90.05,4931.8,No,54.76735147,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,42830.15973,90.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8053-WWDRO,Female,0,Yes,No,1,0,0,Bank transfer (automatic),19.5,146.3,Yes,7.502564103,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,1,44267.79701,19.5,TRUE,Month-to-Month,One Line,No Internet Service
8051-HJRLT,Female,1,No,No,1,2,0,Electronic check,70.55,70.55,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,70.55,TRUE,Month-to-Month,One Line,Fiber Optic
8049-WJCLQ,Male,0,Yes,Yes,1,1,0,Mailed check,60.2,563.5,No,9.360465116,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,44211.28585,60.2,TRUE,Month-to-Month,One Line,DSL
8048-DSDFQ,Male,0,No,No,1,0,0,Mailed check,20.2,20.2,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,20.2,TRUE,Month-to-Month,One Line,No Internet Service
8044-BGWPI,Male,0,Yes,Yes,1,0,0,Electronic check,21.15,306.05,No,14.47044917,FALSE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,3,44055.85717,21.15,TRUE,Month-to-Month,One Line,No Internet Service
8042-JVNFH,Male,0,No,No,1,2,0,Mailed check,71.35,71.35,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,71.35,TRUE,Month-to-Month,One Line,Fiber Optic
8040-MNRTF,Female,0,No,No,1,2,0,Mailed check,71.1,71.1,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,71.1,TRUE,Month-to-Month,One Line,Fiber Optic
8035-PWSEV,Female,0,No,No,1,2,0,Electronic check,89.25,487.05,No,5.457142857,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44330.0119,89.25,TRUE,Month-to-Month,One Line,Fiber Optic
8033-ATFAS,Female,0,Yes,Yes,1,1,0,Mailed check,59.85,2341.5,No,39.12280702,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43306.01462,59.85,TRUE,Month-to-Month,One Line,DSL
8023-QHAIO,Female,1,Yes,No,2,2,0,Bank transfer (automatic),76.85,4275.75,No,55.63760573,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,42803.68949,76.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8020-BWHYL,Female,1,No,No,1,2,0,Credit card (automatic),75.3,1147.45,Yes,15.23837981,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44032.49928,75.3,TRUE,Month-to-Month,One Line,Fiber Optic
8019-ENHXU,Male,0,Yes,No,2,2,0,Electronic check,99.45,4138.05,Yes,41.60935143,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43230.38223,99.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8017-UVSZU,Female,0,Yes,No,2,1,0,Credit card (automatic),56.6,2379.1,No,42.0335689,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43217.47895,56.6,TRUE,Month-to-Month,Two or More Lines,DSL
8017-LXHFA,Female,1,No,No,1,2,0,Electronic check,94.75,2293.6,Yes,24.20686016,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43759.708,94.75,TRUE,Month-to-Month,One Line,Fiber Optic
8016-NCFVO,Male,1,No,No,2,2,0,Electronic check,116.5,6382.55,No,54.78583691,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,42829.59746,116.5,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8012-SOUDQ,Female,1,No,No,2,2,0,Electronic check,90.25,3838.75,No,42.53462604,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43202.23846,90.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8010-EZLOU,Male,1,No,No,2,2,0,Electronic check,80.2,1217.25,Yes,15.1776808,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44034.34554,80.2,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
8008-HAWED,Male,0,No,No,0,1,0,Electronic check,50.75,712.75,Yes,14.04433498,FALSE,TRUE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44068.81814,50.75,TRUE,Month-to-Month,No Phone Service,DSL
8006-PYCSW,Female,0,No,No,1,0,0,Mailed check,20.1,39.8,No,1.980099502,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44435.77197,20.1,TRUE,Month-to-Month,One Line,No Internet Service
8003-EWNDZ,Female,0,No,No,1,0,0,Electronic check,21.2,222.65,No,10.50235849,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44176.55326,21.2,TRUE,Month-to-Month,One Line,No Internet Service
8000-REIQB,Female,1,No,No,1,2,0,Electronic check,69.95,69.95,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,69.95,TRUE,Month-to-Month,One Line,Fiber Optic
7998-ZLXWN,Female,0,Yes,No,1,0,0,Credit card (automatic),20.45,330.8,No,16.17603912,TRUE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,1,44003.97881,20.45,TRUE,Month-to-Month,One Line,No Internet Service
7994-UYIVZ,Male,0,Yes,No,2,2,0,Bank transfer (automatic),85.65,659.45,No,7.699357852,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,44261.8112,85.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7993-PYKOF,Male,0,Yes,No,1,2,0,Electronic check,75,632.95,Yes,8.439333333,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,44239.30361,75,TRUE,Month-to-Month,One Line,Fiber Optic
7993-NQLJE,Male,0,Yes,Yes,1,2,0,Mailed check,75.1,1151.55,No,15.33355526,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,44029.60436,75.1,TRUE,Month-to-Month,One Line,Fiber Optic
7989-VCQOH,Male,0,Yes,Yes,1,1,0,Electronic check,83.25,1611.15,No,19.35315315,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43907.34159,83.25,TRUE,Month-to-Month,One Line,DSL
7989-CHGTL,Male,0,No,No,1,0,0,Mailed check,19.6,19.6,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,19.6,TRUE,Month-to-Month,One Line,No Internet Service
7989-AWGEH,Male,0,Yes,Yes,0,1,0,Electronic check,39.2,1838.15,No,46.89158163,FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE,3,43069.71439,39.2,TRUE,Month-to-Month,No Phone Service,DSL
7982-VCELR,Female,0,No,No,1,2,0,Credit card (automatic),94.8,3565.65,No,37.61234177,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43351.95794,94.8,TRUE,Month-to-Month,One Line,Fiber Optic
7979-CORPM,Male,0,No,No,2,2,0,Credit card (automatic),90.55,2282.55,Yes,25.2076201,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43729.26822,90.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7978-DKUQH,Female,0,Yes,No,1,2,0,Electronic check,74.6,1797.75,No,24.09852547,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43763.00318,74.6,TRUE,Month-to-Month,One Line,Fiber Optic
7976-CICYS,Male,0,No,No,1,0,0,Credit card (automatic),20.7,83.75,No,4.04589372,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44372.9374,20.7,TRUE,Month-to-Month,One Line,No Internet Service
7969-AULMZ,Female,0,No,No,2,2,0,Electronic check,97.35,2119.5,Yes,21.77195686,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43833.76965,97.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7968-QUXNS,Male,0,No,No,1,0,0,Mailed check,18.95,110.15,No,5.812664908,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44319.19811,18.95,TRUE,Month-to-Month,One Line,No Internet Service
7967-HYCDE,Male,0,No,No,1,2,0,Bank transfer (automatic),70.7,553.4,No,7.827439887,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44257.91537,70.7,TRUE,Month-to-Month,One Line,Fiber Optic
7966-YOTQW,Male,0,No,No,2,1,0,Credit card (automatic),54.5,568.2,No,10.42568807,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44178.88532,54.5,TRUE,Month-to-Month,Two or More Lines,DSL
7964-YESJC,Female,0,Yes,No,2,1,0,Mailed check,66.3,1559.45,No,23.52111614,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43780.56605,66.3,TRUE,Month-to-Month,Two or More Lines,DSL
7964-VEXDG,Male,0,No,Yes,2,2,0,Electronic check,80.35,1747.2,No,21.74486621,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,2,43834.59365,80.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7963-GQRMY,Female,0,Yes,Yes,1,1,0,Mailed check,44.3,134.5,Yes,3.036117381,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,44403.65143,44.3,TRUE,Month-to-Month,One Line,DSL
7957-RYHQD,Female,1,No,No,1,2,0,Credit card (automatic),79.2,3233.85,Yes,40.83143939,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43254.04372,79.2,TRUE,Month-to-Month,One Line,Fiber Optic
7956-XQWGU,Male,0,No,No,1,0,0,Credit card (automatic),19.4,460.25,No,23.7242268,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,43774.3881,19.4,TRUE,Month-to-Month,One Line,No Internet Service
7952-OBOYL,Male,0,No,No,1,2,0,Mailed check,89.85,244.45,No,2.72064552,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44413.24703,89.85,TRUE,Month-to-Month,One Line,Fiber Optic
7950-XWOVN,Male,0,No,No,0,1,0,Mailed check,34.7,383.55,No,11.05331412,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44159.79503,34.7,TRUE,Month-to-Month,No Phone Service,DSL
7943-RQCHR,Female,0,No,No,2,2,0,Electronic check,94.75,889.9,Yes,9.392084433,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44210.3241,94.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7938-OUHIO,Male,0,No,No,1,2,0,Electronic check,98.7,293.65,Yes,2.975177305,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44405.50502,98.7,TRUE,Month-to-Month,One Line,Fiber Optic
7932-WPTDS,Female,1,Yes,No,0,1,0,Electronic check,24.8,24.8,Yes,1,TRUE,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,1,44465.58333,24.8,TRUE,Month-to-Month,No Phone Service,DSL
7929-DMBCV,Female,0,Yes,No,1,2,0,Mailed check,81,1683.7,No,20.78641975,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43863.7464,81,TRUE,Month-to-Month,One Line,Fiber Optic
7928-VJYAB,Male,0,Yes,Yes,1,2,0,Electronic check,90.6,1020.2,No,11.26048565,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,44153.49356,90.6,TRUE,Month-to-Month,One Line,Fiber Optic
7927-AUXBZ,Female,0,No,No,1,2,0,Electronic check,85.15,2555.9,Yes,30.01644157,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43582.9999,85.15,TRUE,Month-to-Month,One Line,Fiber Optic
7926-IJOOU,Male,0,No,No,1,0,0,Credit card (automatic),19.3,19.3,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,19.3,TRUE,Month-to-Month,One Line,No Internet Service
7925-PNRGI,Female,0,Yes,Yes,2,1,0,Mailed check,81.3,3541.1,No,43.55596556,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43171.17271,81.3,TRUE,Month-to-Month,Two or More Lines,DSL
7924-GJZFI,Female,1,Yes,No,1,2,0,Electronic check,69.3,1813.1,No,26.16305916,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43700.20695,69.3,TRUE,Month-to-Month,One Line,Fiber Optic
7916-VCCPB,Female,0,Yes,Yes,1,2,0,Bank transfer (automatic),73.25,1195.75,No,16.32423208,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43999.47127,73.25,TRUE,Month-to-Month,One Line,Fiber Optic
7912-SYRQT,Female,0,No,No,2,2,0,Bank transfer (automatic),75.1,552.95,Yes,7.362849534,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44272.04666,75.1,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7909-FIOIY,Female,0,Yes,Yes,0,1,0,Mailed check,24.85,434.8,No,17.49698189,TRUE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE,3,43963.80013,24.85,TRUE,Month-to-Month,No Phone Service,DSL
7908-QCBCA,Female,0,Yes,No,1,2,0,Mailed check,69.4,69.4,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,44465.58333,69.4,TRUE,Month-to-Month,One Line,Fiber Optic
7905-TVXTA,Female,0,No,No,1,1,0,Electronic check,64.35,352.65,No,5.48018648,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44329.31099,64.35,TRUE,Month-to-Month,One Line,DSL
7905-NJMXS,Male,1,Yes,No,2,1,0,Electronic check,64.2,475,No,7.398753894,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,44270.95457,64.2,TRUE,Month-to-Month,Two or More Lines,DSL
7903-CMPEY,Male,1,Yes,No,2,2,0,Electronic check,80.3,80.3,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,44465.58333,80.3,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7901-TBKJX,Male,1,No,No,2,2,0,Electronic check,101.05,5594,No,55.3587333,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,42812.17186,101.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7901-HXJVA,Male,0,No,No,1,2,0,Electronic check,76.45,1117.55,No,14.61805101,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44051.36761,76.45,TRUE,Month-to-Month,One Line,Fiber Optic
7895-VONWT,Female,0,No,No,0,1,0,Electronic check,48.25,1293.8,No,26.81450777,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,43680.39206,48.25,TRUE,Month-to-Month,No Phone Service,DSL
7893-IXHRQ,Male,0,No,No,1,0,0,Electronic check,20.55,20.55,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,20.55,TRUE,Month-to-Month,One Line,No Internet Service
7892-QVYKW,Female,0,Yes,Yes,2,2,0,Electronic check,85.6,1868.4,No,21.8271028,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43832.09229,85.6,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7892-POOKP,Female,0,Yes,No,2,2,0,Electronic check,104.8,3046.05,Yes,29.0653626,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43611.92855,104.8,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7890-VYYWG,Male,1,Yes,No,0,1,0,Mailed check,36.45,93.7,Yes,2.570644719,FALSE,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,1,44417.80956,36.45,TRUE,Month-to-Month,No Phone Service,DSL
7883-ROJOC,Female,0,Yes,No,1,1,0,Mailed check,44.9,839.65,No,18.70044543,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43927.19478,44.9,TRUE,Month-to-Month,One Line,DSL
7881-INRLC,Male,0,No,No,2,2,0,Credit card (automatic),100.85,4740,Yes,47.00049579,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43066.40159,100.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7881-EVUAD,Female,0,No,No,0,1,0,Electronic check,42.6,72.4,Yes,1.699530516,TRUE,TRUE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44444.30595,42.6,TRUE,Month-to-Month,No Phone Service,DSL
7880-XSOJX,Male,0,No,No,0,1,0,Mailed check,42.4,146.4,No,3.452830189,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44390.97642,42.4,TRUE,Month-to-Month,No Phone Service,DSL
7878-RTCZG,Female,0,No,No,1,0,0,Mailed check,19.9,19.9,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,19.9,TRUE,Month-to-Month,One Line,No Internet Service
7878-JGDKK,Male,0,No,No,1,1,0,Mailed check,44.55,220.75,No,4.955106622,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44345.28217,44.55,TRUE,Month-to-Month,One Line,DSL
7876-BEUTG,Female,0,No,No,2,1,0,Mailed check,48.8,720.1,No,14.75614754,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44047.16718,48.8,TRUE,Month-to-Month,Two or More Lines,DSL
7874-ECPQJ,Female,0,No,Yes,1,0,0,Bank transfer (automatic),20.05,85.5,No,4.264339152,TRUE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,2,44366.29302,20.05,TRUE,Month-to-Month,One Line,No Internet Service
7872-RDDLZ,Female,1,No,No,2,1,0,Electronic check,54.9,3725.5,No,67.85974499,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,42431.93276,54.9,TRUE,Month-to-Month,Two or More Lines,DSL
7869-ZYDST,Male,0,Yes,No,2,1,0,Credit card (automatic),59.05,1882.8,No,31.88484335,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43526.16935,59.05,TRUE,Month-to-Month,Two or More Lines,DSL
7861-UVUFT,Female,0,Yes,No,1,2,0,Electronic check,84.3,1308.4,Yes,15.52075919,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,44023.91024,84.3,TRUE,Month-to-Month,One Line,Fiber Optic
7858-GTZSP,Female,0,No,No,2,2,0,Electronic check,86.55,1066.9,No,12.32697863,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44121.0544,86.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
7855-DIWPO,Female,0,No,No,1,2,0,Electronic check,68.65,1493.2,No,21.75091042,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43834.40981,68.65,TRUE,Month-to-Month,One Line,Fiber Optic
7854-FOKSF,Male,0,No,No,0,1,0,Electronic check,35.9,35.9,Yes,1,FALSE,TRUE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,35.9,TRUE,Month-to-Month,No Phone Service,DSL
